movieid,isEnglish,country,runningtime,title,year
1951989,T,USA,1,Friday the 13th Part III (1982),1982
1951990,T,USA,1,Friday the 13th Part VII: The New Blood (1988),1988
1951991,T,USA,2,Friday the 13th Part VIII: Jason Takes Manhattan (1989),1989
1951993,T,USA,1,Friday the 13th: A New Beginning (1985),1985
1952001,T,USA,2,Friday the 13th: The Final Chapter (1984),1984
1952054,T,USA,3,Fried Green Tomatoes (1991),1991
1952201,T,USA,2,Friends & Lovers (1999),1999
1952386,T,USA,2,Fright Night (1985),1985
1952391,T,USA,2,Fright Night Part 2 (1988),1988
1952490,T,USA,1,Frisk (1995),1995
1952676,T,USA,2,Frogs for Snakes (1998),1998
1952847,T,USA,2,From Dusk Till Dawn (1996),1996
1952923,T,USA,3,From Here to Eternity (1953),1953
1953106,T,UK,3,From Russia with Love (1963),1963
1953354,T,USA,3,From the Hip (1987),1987
1953362,T,USA,2,From the Journals of Jean Seberg (1995),1995
1955153,T,UK,3,Full Metal Jacket (1987),1987
1955207,T,USA,0,Full Speed (1925),1925
1955231,T,USA,2,Full Tilt Boogie (1997),1997
1955340,T,USA,1,Fun & Fancy Free (1947),1947
1955728,T,UK,3,Funny Bones (1995),1995
1955747,T,USA,2,Funny Face (1957),1957
1955750,T,USA,2,Funny Farm (1988),1988
1957176,T,USA,2,G.I. Blues (1960),1960
1957184,T,USA,3,G.I. Jane (1997),1997
1957472,F,other,1,Gabbeh (1996),1996
1958267,T,USA,2,Galaxy Quest (1999),1999
1959117,T,UK,3,Gandhi (1982),1982
1959300,T,USA,2,Gang Related (1997),1997
1960531,T,USA,3,Gaslight (1944),1944
1960768,T,USA,2,Gattaca (1997),1997
1961185,F,France,2,Gazon maudit (1995),1995
1962315,T,USA,1,Gendernauts - Eine Reise durch die Geschlechter (1999),1999
1963038,T,USA,3,Gentleman's Agreement (1947),1947
1963417,T,USA,1,George of the Jungle (1997),1997
1963479,T,USA,3,Georgia (1995),1995
1963756,F,France,3,Germinal (1993),1993
1963794,T,USA,3,Geronimo: An American Legend (1993),1993
1964069,T,USA,1,Get Bruce (1999),1999
1964073,T,UK,3,Get Carter (1971),1971
1964074,T,USA,2,Get Carter (2000),2000
1964200,T,USA,1,Get Over It (1996),1996
1964209,T,UK,2,Get Real (1998),1998
1964242,T,USA,2,Get Shorty (1995),1995
1964339,T,USA,3,Get on the Bus (1996),1996
1964467,T,UK,1,Getting Away with Murder (1996),1996
1964503,T,USA,2,Getting Even with Dad (1994),1994
1965214,T,USA,3,Ghost (1990),1990
1965236,T,USA,2,Ghost Busters (1984),1984
1965261,T,France,3,Ghost Dog: The Way of the Samurai (1999),1999
1965516,T,USA,2,Ghostbusters II (1989),1989
1965632,T,USA,3,Ghosts of Mississippi (1996),1996
1965850,T,USA,3,Giant (1956),1956
1966241,T,USA,3,Gigi (1958),1958
1966349,T,USA,3,Gilda (1946),1946
1966580,T,other,2,Ging chaat goo si 4: Ji gaan daan yam mo (1996),1996
1966583,F,other,1,Ging chat goo si 3: Chiu kup ging chat (1992),1992
1967074,T,USA,2,Girl 6 (1996),1996
1967290,T,USA,1,Girl in the Cadillac (1995),1995
1967379,T,USA,3,"Girl, Interrupted (1999)",1999
1967389,T,USA,3,Girlfight (2000),2000
1967955,T,USA,1,Girls Town (1996),1996
1968813,T,USA,3,Gladiator (2000),2000
1969187,T,USA,1,Glen or Glenda (1953),1953
1969197,T,USA,2,Glengarry Glen Ross (1992),1992
1969753,T,USA,2,Gloria (1999),1999
1969851,T,USA,3,Glory (1989),1989
1969868,T,USA,2,Glory Daze (1995),1995
1970159,T,USA,2,Go (1999),1999
1970215,T,USA,1,Go Fish (1994),1994
1970300,T,UK,1,Go Now (1995),1995
1970338,T,USA,1,Go West (1925),1925
1970505,T,USA,1,Goat on Fire and Smiling Fish (1999),1999
1970696,T,USA,1,"God Said, 'Ha!' (1998)",1998
1970861,T,USA,0,God's Gift (2006),2006
1971093,T,UK,2,Gods and Monsters (1998),1998
1971149,T,USA,3,Godzilla (1998),1998
1971464,T,USA,3,Going My Way (1944),1944
1971706,F,other,2,Gojira (1954),1954
1971707,F,other,2,Gojira (1984),1984
1971712,F,other,2,Gojira ni-sen mireniamu (1999),1999
1971929,T,other,1,Gold Diggers: The Secret of Bear Mountain (1995),1995
1972108,T,USA,1,Golden Earrings (1947),1947
1972287,T,UK,3,GoldenEye (1995),1995
1972324,T,UK,3,Goldfinger (1964),1964
1972807,T,USA,1,Gone Fishin' (1997),1997
1972854,T,USA,2,Gone in 60 Seconds (1974),1974
1972884,T,USA,3,Gone with the Wind (1939),1939
1973432,T,USA,3,"Good Morning, Vietnam (1987)",1987
1973625,T,USA,3,Good Will Hunting (1997),1997
1973808,T,USA,2,Goodbye Lover (1998),1998
1973922,T,USA,3,Goodfellas (1990),1990
1974272,T,USA,1,Gordy (1995),1995
1974519,F,other,3,Gospa (1995),1995
1974583,T,USA,0,Gossip (1912),1912
1974724,T,UK,1,Gothic (1986),1986
1974984,F,other,2,Goya en Burdeos (1999),1999
1975181,T,USA,3,Grace of My Heart (1996),1996
1975609,T,USA,3,Grand Canyon (1991),1991
1975664,T,USA,3,Grand Hotel (1932),1932
1976109,T,USA,2,"Grandview, U.S.A. (1984)",1984
1976319,T,UK,1,Grateful Dead (1995),1995
1976454,T,USA,1,Graveyard Shift (1990),1990
1976610,T,USA,3,Grease (1978),1978
1976612,T,USA,3,Grease 2 (1982),1982
1976643,T,USA,1,Greaser's Palace (1972),1972
1976777,T,USA,3,Great Expectations (1998),1998
1977589,T,USA,2,Gremlins (1984),1984
1977592,T,USA,2,Gremlins 2: The New Batch (1990),1990
1977857,T,USA,1,Gridlock'd (1997),1997
1978263,T,USA,1,Groove (2000),2000
1978309,T,USA,2,Grosse Pointe Blank (1997),1997
1978312,F,France,1,Grosse fatigue (1994),1994
1978415,T,USA,2,Groundhog Day (1993),1993
1978778,T,USA,2,Grumpier Old Men (1995),1995
1978782,T,USA,2,Grumpy Old Men (1993),1993
1979111,F,other,2,Guantanamera (1995),1995
1979164,T,USA,0,Guardian Angel (1912),1912
1979447,T,USA,2,Guess Who's Coming to Dinner (1967),1967
1979839,T,USA,2,Guilty as Sin (1993),1993
1979883,T,USA,2,Guinevere (1999),1999
1980073,T,USA,1,Gulliver's Travels (1939),1939
1980149,T,USA,1,Gumby 1 (1995),1995
1980267,T,USA,2,Gun Shy (2000),2000
1980412,T,USA,3,Gung Ho (1986),1986
1981072,T,UK,1,Guy (1997),1997
1981170,T,USA,3,Guys and Dolls (1955),1955
1981506,T,USA,3,Gypsy (1962),1962
1982133,T,USA,2,H.O.T.S. (1979),1979
1982903,T,USA,2,Hackers (1995),1995
1983455,T,USA,1,Hairspray (1988),1988
1983617,F,other,2,Hak hap (1996),1996
1983859,T,USA,1,Half Baked (1998),1998
1984278,T,USA,2,Halloween (1978),1978
1984283,T,USA,1,Halloween 4: The Return of Michael Myers (1988),1988
1984284,T,USA,2,Halloween 5 (1989),1989
1984305,T,USA,1,Halloween H20: 20 Years Later (1998),1998
1984320,T,USA,1,Halloween II (1981),1981
1984323,T,USA,2,Halloween III: Season of the Witch (1982),1982
1984372,T,USA,2,Halloween: The Curse of Michael Myers (1995),1995
1984593,F,other,1,Hamam (1997),1997
1984751,T,France,0,Hamlet (1907),1907
1984763,T,UK,3,Hamlet (1948),1948
1984785,T,USA,3,Hamlet (1990),1990
1984792,T,UK,3,Hamlet (1996),1996
1984793,T,USA,3,Hamlet (2000),2000
1985138,F,other,2,Hana-bi (1997),1997
1985443,T,USA,2,Handle with Care (1977),1977
1985576,T,USA,2,Hands on a Hard Body: The Documentary (1997),1997
1985642,T,USA,3,Hang 'Em High (1968),1968
1985755,T,USA,1,Hanging Up (2000),2000
1985793,T,USA,3,Hangmen Also Die! (1943),1943
1986482,T,USA,3,Happiness (1998),1998
1986845,T,USA,1,Happy Gilmore (1996),1996
1986848,T,UK,2,Happy Go Lovely (1951),1951
1987088,F,other,0,Happy Weekend (1996),1996
1987126,T,USA,2,"Happy, Texas (1999)",1999
1987387,T,other,1,Hard Core Logo (1996),1996
1987547,T,USA,2,Hard Rain (1998),1998
1987607,T,USA,3,Hard Target (1993),1993
1988142,F,other,1,Harlem (1943),1943
1988380,T,USA,1,Harold and Maude (1971),1971
1988448,T,USA,2,Harriet the Spy (1996),1996
1988626,T,USA,3,Harry and the Hendersons (1987),1987
1988834,T,USA,2,Harvest (1998),1998
1988919,T,USA,2,Harvey (1950),1950
1989616,T,USA,1,Haunted Honeymoon (1986),1986
1989826,T,USA,1,Hav Plenty (1997),1997
1990705,T,USA,3,He Got Game (1998),1998
1990862,T,USA,1,He Walked by Night (1948),1948
1991064,T,USA,1,Head Above Water (1996),1996
1991115,T,other,2,Head On (1998),1998
1991269,T,USA,3,Headless Body in Topless Bar (1995),1995
1991544,T,other,3,Hear My Song (1991),1991
1991646,T,USA,2,Heart Condition (1990),1990
1991707,T,USA,2,Heart and Souls (1993),1993
1991951,T,USA,3,Heartbreak Ridge (1986),1986
1991969,T,USA,2,Heartburn (1986),1986
1992100,T,USA,3,Hearts and Minds (1974),1974
1992217,T,USA,3,Heat (1995),1995
1992315,T,USA,2,Heathers (1988),1988
1992335,T,France,3,Heaven & Earth (1993),1993
1992344,T,other,2,Heaven (1998),1998
1992374,T,USA,2,Heaven Can Wait (1978),1978
1992459,F,other,2,Heaven's Burning (1997),1997
1992478,T,USA,3,Heaven's Prisoners (1996),1996
1992502,T,other,2,Heavenly Creatures (1994),1994
1992538,T,USA,2,Heavy (1995),1995
1992600,T,other,1,Heavy Metal (1981),1981
1992682,T,USA,1,Heavyweights (2005),2005
1992774,F,UK,3,Hedd Wyn (1992),1992
1993553,T,USA,1,Held Up (1999),1999
1993850,T,USA,2,Hell Night (1981),1981
1993913,T,USA,2,Hell in the Pacific (1968),1968
1994073,T,UK,2,Hellbound: Hellraiser II (1988),1988
1994279,T,other,2,Hello Mary Lou: Prom Night II (1987),1987
1994414,T,UK,1,Hellraiser (1987),1987
1994418,T,USA,1,Hellraiser III: Hell on Earth (1992),1992
1994419,T,USA,1,Hellraiser: Bloodline (1996),1996
1994580,T,UK,1,Help! (1965),1965
1995071,T,USA,3,Henry Fool (1997),1997
1995121,T,UK,3,Henry V (1989),1989
1995178,T,USA,1,Henry: Portrait of a Serial Killer (1986),1986
1995179,T,USA,1,"Henry: Portrait of a Serial Killer, Part 2 (1996)",1996
1996222,T,USA,2,Herbie Goes Bananas (1980),1980
1996223,T,USA,2,Herbie Goes to Monte Carlo (1977),1977
1996227,T,USA,1,Herbie Rides Again (1974),1974
1996275,T,USA,1,Hercules (1997),1997
1996365,T,USA,1,Here Comes Cookie (1935),1935
1996544,T,USA,2,Here on Earth (2000),2000
1996888,F,other,0,Hero (1975),1975
1998427,T,USA,1,Hi-Yo Silver (1940),1940
1998849,T,USA,2,Hideaway (1995),1995
1998864,T,UK,2,Hideous Kinky (1998),1998
1999026,T,USA,2,High Art (1998),1998
1999095,T,UK,3,High Fidelity (2000),2000
1999210,T,USA,1,High Noon (1952),1952
1999241,T,USA,2,High Plains Drifter (1973),1973
1999308,T,USA,1,High School High (1996),1996
1999581,T,USA,3,Higher Learning (1995),1995
1999623,T,UK,3,Highlander (1986),1986
1999628,T,other,2,Highlander III: The Sorcerer (1994),1994
1999634,T,USA,2,Highlander: Endgame (2000),2000
1999986,T,UK,3,Hilary and Jackie (1998),1998
2000130,T,USA,1,Hillbillys in a Haunted House (1967),1967
2001271,T,USA,1,His Girl Friday (1940),1940
2002121,F,France,3,Histoires extraordinaires (1968),1968
2002500,T,USA,2,History of the World: Part I (1981),1981
2003554,T,USA,2,Hocus Pocus (1993),1993
2003869,F,other,2,"Hol volt, hol nem volt (1987)",1987
2004240,T,USA,2,Holiday Inn (1942),1942
2004435,T,USA,3,Hollow Man (2000),2000
2004444,T,UK,2,Hollow Reed (1996),1996
2005166,T,USA,3,Holy Man (1998),1998
2005202,T,USA,3,Holy Smoke (1999),1999
2005242,T,USA,2,Homage (1995),1995
2005280,F,other,2,Hombre mirando al sudeste (1986),1986
2005459,T,USA,2,Home Alone (1990),1990
2005467,T,USA,3,Home Alone 2: Lost in New York (1992),1992
2005469,T,USA,2,Home Alone 3 (1997),1997
2005550,T,USA,1,Home Fries (1998),1998
2005656,T,other,2,Home Page (1998),1998
2005831,T,USA,2,Home for the Holidays (1995),1995
2006016,T,USA,2,Homegrown (1998),1998
2006320,T,USA,1,Homeward Bound II: Lost in San Francisco (1996),1996
2006322,T,USA,1,Homeward Bound: The Incredible Journey (1993),1993
2006660,T,USA,1,Honey I Blew Up the Kid (1992),1992
2006702,T,USA,1,"Honey, I Shrunk the Kids (1989)",1989
2006796,T,USA,2,Honeymoon in Vegas (1992),1992
2006907,F,other,1,Hong gao liang (1987),1987
2006992,F,other,1,Honigmond (1996),1996
2007256,T,USA,3,Hoodlum (1997),1997
2007295,F,other,3,Hoogste tijd (1995),1995
2007305,T,USA,3,Hook (1991),1991
2007465,T,USA,3,Hoop Dreams (1994),1994
2007522,T,UK,3,Hoosiers (1986),1986
2007673,T,USA,3,Hope Floats (1998),1998
2008297,T,UK,1,Horror Express (1972),1972
2008830,T,USA,0,Hostile Intentions (1997),1997
2009281,T,USA,1,Hot Lead and Cold Feet (1978),1978
2009507,T,USA,1,Hot Shots! Part Deux (1993),1993
2010080,T,other,2,Hotel de Love (1996),1996
2010339,T,USA,1,House (1986),1986
2010351,T,USA,2,House Arrest (1996),1996
2010417,T,USA,1,House II: The Second Story (1987),1987
2010432,T,USA,2,House Party (1990),1990
2010439,T,USA,1,House Party 2 (1991),1991
2010442,T,USA,2,House Party 3 (1994),1994
2010567,T,USA,1,House of Dracula (1945),1945
2010591,T,USA,1,House of Frankenstein (1944),1944
2010811,T,USA,1,House on Haunted Hill (1959),1959
2010812,T,USA,2,House on Haunted Hill (1999),1999
2010861,T,USA,3,Houseguest (1995),1995
2011220,T,USA,3,How Green Was My Valley (1941),1941
2011327,T,UK,2,How I Won the War (1967),1967
2011538,T,USA,3,How Stella Got Her Groove Back (1998),1998
2011835,T,USA,1,How to Be a Player (1997),1997
2012189,T,USA,2,How to Make an American Quilt (1995),1995
2012308,T,USA,1,How to Stuff a Wild Bikini (1965),1965
2012468,T,USA,3,Howard the Duck (1986),1986
2012474,T,UK,3,Howards End (1992),1992
2012514,T,UK,1,Howling II: Stirba - Werewolf Bitch (1985),1985
2013009,F,other,1,Huang jia shi jie (1985),1985
2013180,T,USA,3,Hud (1963),1963
2013370,T,USA,1,Hugo Pool (1997),1997
2013847,T,UK,2,Human Traffic (1999),1999
2014240,F,other,2,Hung fan kui (1995),1995
2014741,F,other,3,Huozhe (1994),1994
2014806,T,USA,3,Hurlyburly (1998),1998
2014847,T,USA,1,Hurricane (1997),1997
2014992,T,USA,2,Hush (1998),1998
2015145,T,other,1,Hustler White (1996),1996
2015664,T,USA,1,Hype! (1996),1996
2016321,F,France,2,Höstsonaten (1978),1978
2016990,T,USA,1,I Confess (1953),1953
2017211,T,USA,3,I Dreamed of Africa (2000),2000
2017357,T,USA,1,I Got the Hook Up (1998),1998
2017615,T,USA,2,I Know What You Did Last Summer (1997),1997
2017696,T,USA,2,I Like It Like That (1994),1994
2018026,T,USA,3,I Love Trouble (1994),1994
2018109,T,USA,1,"I Love You, Don't Touch Me! (1997)",1997
2018119,T,France,1,"I Love You, I Love You Not (1996)",1996
2018220,T,USA,1,I Married a Strange Person! (1997),1997
2018491,T,USA,1,I Saw What You Did (1965),1965
2018562,T,UK,2,I Shot Andy Warhol (1996),1996
2018570,T,USA,1,I Shot a Man in Vegas (1995),1995
2018634,T,USA,2,I Still Know What You Did Last Summer (1998),1998
2019104,T,other,2,I Went Down (1997),1997
2019186,T,USA,1,I Woke Up Early the Day I Died (1998),1998
2019328,F,other,1,I bambini ci guardano (1944),1944
2019451,F,other,1,I corpi presentano tracce di violenza carnale (1973),1973
2020617,F,other,1,I tre volti della paura (1963),1963
2020780,T,USA,1,I'll Be Home for Christmas (1998),1998
2020812,T,USA,3,I'll Do Anything (1994),1994
2020856,T,UK,2,I'll Never Forget What's'isname (1967),1967
2021095,T,USA,3,I'm Not Rappaport (1996),1996
2021329,T,USA,2,I'm the One That I Want (2000),2000
2021560,T,USA,2,I.Q. (1994),1994
2023079,F,other,3,Identificazione di una donna (1982),1982
2023205,F,other,3,Idioterne (1998),1998
2023228,T,USA,1,Idle Hands (1999),1999
2023565,T,USA,1,If Lucy Fell (1996),1996
2023785,T,UK,3,If.... (1968),1968
2024562,F,other,2,Il Cristo proibito (1951),1951
2024833,F,other,3,"Il buono, il brutto, il cattivo. (1966)",1966
2025172,F,other,3,Il conformista (1970),1970
2025742,F,other,1,Il giardino dei Finzi Contini (1970),1970
2026315,F,other,3,Il mostro (1994),1994
2026671,T,other,3,Il portiere di notte (1974),1974
2027057,F,other,1,Il rosso segno della follia (1970),1970
2027469,F,other,2,Il testimone dello sposo (1997),1997
2027949,T,USA,2,Ill Gotten Gains (1997),1997
2028072,T,USA,2,Illtown (1996),1996
2028079,T,other,3,Illuminata (1998),1998
2028238,T,USA,2,Ilsa: She Wolf of the SS (1975),1975
2029309,T,UK,3,Immortal Beloved (1994),1994
2029381,T,USA,3,Impact (1949),1949
2029975,T,USA,1,In & Out (1997),1997
2030303,T,USA,2,In Dreams (1999),1999
2030427,T,USA,2,In God's Hands (1998),1998
2030641,T,USA,3,In Love and War (1996),1996
2030843,T,USA,1,In Old California (1942),1942
2031233,T,USA,2,In Search of the Castaways (1962),1962
2031463,T,USA,1,In Too Deep (1999),1999
2032104,T,USA,1,In the Army Now (1994),1994
2032173,T,UK,2,In the Bleak Midwinter (1995),1995
2032270,T,other,2,In the Company of Men (1997),1997
2032626,T,USA,2,In the Heat of the Night (1967),1967
2032743,T,USA,3,In the Line of Fire (1993),1993
2032839,T,USA,1,In the Mouth of Madness (1994),1994
2032879,T,other,3,In the Name of the Father (1993),1993
2033355,F,other,3,"In weiter Ferne, so nah! (1993)",1993
2033854,T,USA,2,Incognito (1997),1997
2034091,T,USA,3,Indecent Proposal (1993),1993
2034166,T,USA,3,Independence Day (1996),1996
2034409,T,UK,2,Indian Summer (1996),1996
2034464,T,USA,3,Indiana Jones and the Last Crusade (1989),1989
2034473,T,USA,3,Indiana Jones and the Temple of Doom (1984),1984
2034705,F,France,3,Indochine (1992),1992
2035079,T,other,2,Inferno (1980),1980
2035238,T,USA,3,Infinity (1996),1996
2035535,T,USA,3,Inherit the Wind (1960),1960
2036706,F,other,0,Inside (1987),1987
2037379,F,other,2,Insomnia (1997),1997
2037451,T,USA,1,Inspector Gadget (1999),1999
2037640,T,USA,3,Instinct (1999),1999
2037667,T,UK,2,"Institute Benjamenta, or This Dream People Call Human Life (1995)",1995
2038091,T,USA,1,Interiors (1978),1978
2038757,T,USA,3,Interview with the Vampire: The Vampire Chronicles (1994),1994
2038910,T,other,2,Intimate Relations (1996),1996
2039701,T,USA,1,Invasion of the Body Snatchers (1956),1956
2039774,T,USA,3,Inventing the Abbotts (1997),1997
2040205,F,other,2,Io speriamo che me la cavo (1992),1992
2040689,T,USA,3,Irma la Douce (1963),1963
2040763,T,USA,3,Iron Eagle (1986),1986
2040764,T,other,2,Iron Eagle II (1988),1988
2040765,T,other,2,Iron Eagle IV (1995),1995
2041945,T,USA,1,Isn't She Great (2000),2000
2042409,T,USA,1,It Came from Beneath the Sea (1955),1955
2042414,T,USA,1,It Came from Hollywood (1982),1982
2042417,T,USA,1,It Came from Outer Space (1953),1953
2042450,T,USA,1,It Conquered the World (1956),1956
2042462,T,USA,2,It Could Happen to You (1994),1994
2042524,T,USA,0,It Happened Here (1942),1942
2042532,T,USA,2,It Happened One Night (1934),1934
2042748,T,USA,2,It Takes Two (1995),1995
2043167,T,USA,3,It's My Party (1996),1996
2043588,T,USA,3,It's a Wonderful Life (1946),1946
2043628,T,USA,2,It's in the Water (1997),1997
2044667,F,France,3,J'ai pas sommeil (1994),1994
2044913,T,USA,3,JFK (1991),1991
2044952,F,France,1,JLG/JLG - autoportrait de décembre (1994),1994
2045231,T,France,3,Jack & Sarah (1995),1995
2045245,T,USA,3,Jack (1996),1996
2045328,T,USA,2,Jack Frost (1998),1998
2045876,T,USA,3,Jackie Brown (1997),1997
2046051,T,USA,1,Jacob's Ladder (2012),2012
2046161,T,USA,2,Jade (1995),1995
2046389,T,USA,2,Jagged Edge (1985),1985
2046586,T,USA,1,Jail Bait (1954),1954
2046667,T,USA,1,"Jails, Hospitals & Hip-Hop (2000)",2000
2046902,T,France,3,Jakob the Liar (1999),1999
2047096,T,UK,2,Jamaica Inn (1939),1939
2047331,T,UK,1,James and the Giant Peach (1996),1996
2047593,T,USA,1,Jane Austen's Mafia! (1998),1998
2047641,T,France,3,Jane Eyre (1996),1996
2048384,T,USA,1,Jason Lives: Friday the 13th Part VI (1986),1986
2048413,T,USA,3,Jason's Lyric (1994),1994
2048611,T,USA,2,Jawbreaker (1999),1999
2048619,T,USA,3,Jaws (1975),1975
2048622,T,USA,3,Jaws 2 (1978),1978
2048624,T,USA,2,Jaws 3-D (1983),1983
2049321,F,France,3,Jean de Florette (1986),1986
2049438,F,France,2,Jeanne et le garçon formidable (1998),1998
2049814,T,France,3,Jefferson in Paris (1995),1995
2049822,T,USA,1,Jeffrey (1995),1995
2050120,T,USA,3,Jennifer Eight (1992),1992
2050380,T,USA,3,Jeremiah Johnson (1972),1972
2050532,T,USA,3,Jerry Maguire (1996),1996
2050561,T,USA,2,Jerry and Tom (1998),1998
2051069,T,USA,2,Jesus' Son (1999),1999
2052306,T,USA,3,Jimmy Hollywood (1994),1994
2052559,F,other,3,Jing Ke ci Qin Wang (1998),1998
2052620,T,USA,1,Jingle All the Way (1996),1996
2053107,T,France,3,Joan of Arc (1999),1999
2053384,T,USA,2,Joe Gould's Secret (2000),2000
2053502,T,USA,1,Joe the King (1999),1999
2053508,T,USA,1,Joe's Apartment (1996),1996
2054459,T,other,2,Johnny Mnemonic (1995),1995
2054549,F,other,1,Johnny cien pesos (1994),1994
2054579,T,USA,2,Johns (1996),1996
2054984,F,France,3,Jonas qui aura 25 ans en l'an 2000 (1976),1976
2056719,T,UK,3,Jude (1996),1996
2056752,T,USA,2,Judge Dredd (1995),1995
2056849,T,USA,3,Judgment Night (1993),1993
2056919,T,USA,1,Judy Berlin (1999),1999
2057285,F,other,3,Jui kuen (1978),1978
2057507,F,France,2,Jules et Jim (1962),1962
2057709,T,USA,2,Julien Donkey-Boy (1999),1999
2057859,T,USA,2,Jumanji (1995),1995
2057973,T,USA,2,Jumpin' Jack Flash (1986),1986
2058247,T,USA,2,Jungle 2 Jungle (1997),1997
2058289,T,USA,3,Jungle Fever (1991),1991
2058442,T,USA,2,Junior (1994),1994
2058644,T,USA,1,Jupiter's Wife (1995),1995
2058680,T,USA,3,Jurassic Park (1993),1993
2058733,T,USA,1,Jury Duty (1995),1995
2058950,T,USA,2,Just Cause (1995),1995
2059661,T,UK,1,Just the Ticket (2004),2004
2061440,F,other,3,Kagemusha (1980),1980
2062622,T,USA,3,Kalifornia (1993),1993
2062958,T,UK,3,Kama Sutra: A Tale of Love (1996),1996
2064107,T,France,3,Kansas City (1996),1996
2064709,F,other,3,Karakter (1997),1997
2065922,F,other,3,Kaspar Hauser (1993),1993
2066931,F,other,2,Kavkazskiy plennik (1996),1996
2067104,T,USA,1,Kazaam (1996),1996
2067595,T,UK,2,Keep the Aspidistra Flying (1997),1997
2067764,T,USA,3,Keeping the Faith (2000),2000
2068023,F,other,2,Keiner liebt mich (1994),1994
2068316,T,other,3,Kelly's Heroes (1970),1970
2069192,T,USA,2,Key Largo (1948),1948
2069265,T,USA,3,Keys to Tulsa (1996),1996
2069717,F,other,1,Khomreh (1994),1994
2070201,T,USA,1,Kicked in the Head (1997),1997
2070230,T,USA,2,Kicking and Screaming (1995),1995
2070468,T,USA,2,Kidnapped (1960),1960
2070548,T,USA,1,Kids (1995),1995
2070614,T,other,1,Kids in the Hall: Brain Candy (1996),1996
2070622,T,USA,1,Kids of Survival (1996),1996
2070627,T,USA,1,Kids of the Round Table (1997),1997
2070880,F,other,3,Kika (1993),1993
2071313,T,other,1,Killer (1994),1994
2071566,T,USA,1,Killer's Kiss (1955),1955
2071578,T,USA,1,Killer: A Journal of Murder (1995),1995
2071800,T,France,2,Killing Zoe (1993),1993
2071915,T,USA,3,Kim (1950),1950
2072443,T,USA,3,King Creole (1958),1958
2072508,T,USA,2,King Kong (1933),1933
2072510,T,USA,3,King Kong (1976),1976
2072519,T,USA,2,King Kong Lives (1986),1986
2072728,F,other,2,King of New York (1990),1990
2072804,T,USA,2,King of the Hill (1993),1993
2073054,T,USA,3,Kingpin (1996),1996
2073156,F,USA,2,Kingu Kongu tai Gojira (1962),1962
2073938,T,USA,1,"Kiss Me, Guido (1997)",1997
2074015,T,USA,2,Kiss of Death (1995),1995
2074067,T,USA,3,Kiss the Girls (1997),1997
2074106,T,other,1,Kissed (1996),1996
2074187,T,USA,1,Kissing a Fool (1998),1998
2074632,F,other,3,Kjærlighetens kjøtere (1995),1995
2075122,T,USA,3,Klute (1971),1971
2075324,T,USA,3,Knightriders (1981),1981
2075452,T,other,1,Knock Off (1998),1998
2075554,T,USA,1,Knockout (1941),1941
2076744,F,other,3,Kolja (1996),1996
2077306,F,other,1,Koneko monogatari (1986),1986
2078652,F,USA,1,Koyaanisqatsi (1982),1982
2078857,T,USA,2,Kramer vs. Kramer (1979),1979
2079361,T,USA,1,Krippendorf's Tribe (1998),1998
2079616,T,USA,1,Kronos (1957),1957
2080444,T,USA,1,Kull the Conqueror (1997),1997
2080719,T,USA,3,Kundun (1997),1997
2081397,T,UK,1,Kurt & Courtney (1998),1998
2082589,F,other,2,Kådisbellan (1993),1993
2082758,F,other,1,Kôkaku kidôtai (1995),1995
2084764,F,France,1,L'associé (1979),1979
2085383,F,France,2,L'enfer (1994),1994
2085434,F,France,3,L'ennui (1998),1998
2086876,F,France,3,L'oeil de Vichy (1993),1993
2087502,F,other,3,L'uomo delle stelle (1995),1995
2087693,F,France,3,L'école de la chair (1998),1998
2088076,T,USA,3,L.A. Confidential (1997),1997
2088141,T,USA,1,L.A. Story (1991),1991
2088412,T,USA,2,La Bamba (1987),1987
2091188,F,other,2,La ciociara (1960),1960
2091255,F,France,3,La cité des enfants perdus (1995),1995
2091405,F,France,1,La collectionneuse (1967),1967
2092032,F,France,3,La cérémonie (1995),1995
2092629,F,France,2,La double vie de Véronique (1991),1991
2093179,F,France,2,La femme de chambre du Titanic (1997),1997
2093616,F,France,2,La fille seule (1995),1995
2093617,F,France,1,La fille sur le pont (1999),1999
2093759,F,other,2,La flor de mi secreto (1995),1995
2094426,F,France,3,La grande bouffe (1973),1973
2094455,F,France,3,La grande illusion (1937),1937
2094683,F,other,2,La guerre du feu (1981),1981
2094747,F,France,2,La haine (1995),1995
2094854,F,other,3,La historia oficial (1985),1985
2095261,F,other,3,La legge (1959),1959
2095288,T,other,3,La leggenda del pianista sull'oceano (1998),1998
2095320,F,other,2,La lengua de las mariposas (1999),1999
2096283,F,other,1,La maschera del demonio (1960),1960
2096794,F,France,2,La mort en ce jardin (1956),1956
2096850,F,France,1,La morte vivante (1982),1982
2097603,F,other,2,La novia ensangrentada (1972),1972
2097722,F,France,2,La nuit fantastique (1942),1942
2098630,F,France,1,La planète sauvage (1973),1973
2099040,F,other,1,La promesse (1996),1996
2099471,F,France,3,La reine Margot (1994),1994
2100174,F,other,2,La scorta (1993),1993
2100901,F,France,3,La symphonie pastorale (1946),1946
2100911,F,France,1,La séparation (1994),1994
2102238,F,other,1,La vie est belle (1987),1987
2102302,F,France,3,La vie rêvée des anges (1998),1998
